,mean_train_auto_mse,mean_val_auto_mse,mean_train_auto_mae,mean_val_auto_mae,mean_train_loss,mean_val_loss,mean_train_mse,mean_val_mse,mean_train_mae,mean_val_mae
simple_nn 16 3 0.0003 0.0 0.01 50 0.1,35.42386245727539,112.41730880737305,1.3671514391899109,5.8657965660095215,9.98026704788208,45.73712348937988,6.055791258811951,83.99474334716797,1.809889942407608,6.091655373573303
simple_nn 16 3 0.0003 0.0 0.01 50 0.2,38.43601703643799,123.52417373657227,1.8259941339492798,6.381946325302124,10.376524686813354,63.15709352493286,6.030857086181641,96.97940254211426,1.8316210210323334,6.704524517059326
simple_nn 16 3 0.0003 0.0 0.01 50 0.3,40.29929542541504,120.77971076965332,2.0079579651355743,6.616764307022095,10.61922025680542,48.67385149002075,6.990105152130127,76.45355796813965,1.9732089340686798,6.268917202949524
simple_nn 48 3 0.0003 0.0 0.01 50 0.1,57.44190788269043,127.86146545410156,1.5833275020122528,5.770563364028931,11.321724891662598,63.048362255096436,4.379046678543091,73.62802648544312,1.6028678715229034,5.309365153312683
simple_nn 16 3 0.0002 0.0 0.01 50 0.1,38.85263633728027,118.04493522644043,1.1736195087432861,6.1807541847229,11.425188541412354,58.436349391937256,5.65570330619812,83.91642761230469,1.84030881524086,6.284547209739685
simple_nn 16 3 0.0002 0.0 0.01 50 0.2,40.290303230285645,123.56190872192383,1.430778592824936,5.992504358291626,11.495241165161133,56.999637603759766,5.965927362442017,92.63401126861572,1.894091159105301,6.233973979949951
simple_nn 16 3 0.0002 0.0 0.01 50 0.3,42.575406074523926,126.67539596557617,1.6083486676216125,6.394129157066345,11.84936809539795,59.47724723815918,6.507567048072815,87.76399993896484,1.9654114544391632,6.611690044403076
simple_nn 16 3 0.0003 0.05 0.01 50 0.3,52.373366355895996,107.25021553039551,2.922332763671875,5.7906821966171265,11.897583484649658,37.899046897888184,16.319497108459473,79.7140121459961,2.981572151184082,5.8646440505981445
simple_nn 16 3 0.0003 0.1 0.01 50 0.2,61.06978225708008,128.98323822021484,3.5645620226860046,6.574835896492004,11.97538423538208,49.028560161590576,24.880180835723877,94.82082176208496,3.8093780875205994,6.558804392814636
simple_nn 16 3 0.0003 0.0 0.01 150 0.1,56.57893180847168,145.8008632659912,1.3155437111854553,6.454815864562988,11.977708101272583,65.25050830841064,4.403600096702576,95.93147087097168,1.601324737071991,6.688244938850403
