,mean_train_auto_mse,mean_val_auto_mse,mean_train_auto_mae,mean_val_auto_mae,mean_train_loss,mean_val_loss,mean_train_mse,mean_val_mse,mean_train_mae,mean_val_mae
simple_nn 16 3 0.0001 0.0 0.01 50 0.1,53.632065773010254,125.7921142578125,1.2075464129447937,6.007822275161743,18.14825701713562,66.3007698059082,15.114100098609924,79.36496353149414,2.871017724275589,6.307067036628723
simple_nn 16 3 0.0001 0.0 0.01 50 0.2,55.571730613708496,127.38434791564941,1.4654024839401245,5.8349316120147705,22.179956674575806,67.61154270172119,18.609408259391785,77.09643745422363,3.143346667289734,6.359492659568787
simple_nn 16 3 0.0001 0.0 0.01 50 0.3,58.88039970397949,138.95621490478516,1.8918867707252502,6.127470850944519,20.653717279434204,74.77253723144531,18.28592824935913,101.79142189025879,3.131046414375305,7.066400408744812
simple_nn 16 3 0.0001 0.0 0.01 150 0.1,66.35008430480957,150.53230094909668,1.2665500342845917,6.554279446601868,21.585058212280273,78.14881801605225,15.443809866905212,109.30747127532959,2.99896901845932,7.18363881111145
simple_nn 16 3 0.0001 0.0 0.01 150 0.2,67.46133518218994,165.18069076538086,1.3865765631198883,6.868896722793579,16.251432180404663,90.86569213867188,7.958348751068115,106.42945098876953,2.192314624786377,6.816570281982422
simple_nn 16 3 0.0001 0.0 0.01 150 0.3,70.58023834228516,150.60651779174805,1.7066429555416107,6.159513235092163,18.984282970428467,77.9145278930664,12.76261281967163,88.60011291503906,2.623354285955429,6.491626620292664
simple_nn 16 3 0.0001 0.0 0.01 300 0.1,98.66951179504395,181.0397071838379,1.2783132493495941,6.389047622680664,18.561435222625732,91.29592609405518,7.007524371147156,104.72446060180664,2.057176500558853,6.881117463111877
simple_nn 16 3 0.0001 0.0 0.01 300 0.2,100.59185028076172,177.78524017333984,1.6360415518283844,5.860116004943848,19.349642753601074,80.2248764038086,8.432603001594543,88.75236129760742,2.2020722031593323,6.387958288192749
simple_nn 16 3 0.0001 0.0 0.01 300 0.3,101.75564193725586,185.6602783203125,1.6928566992282867,6.318316698074341,21.556880950927734,79.40534400939941,12.809099435806274,96.22931480407715,2.5844583809375763,7.090890884399414
simple_nn 16 3 0.0001 0.0 0.01 450 0.1,127.83000373840332,220.82854461669922,1.233193278312683,6.753037452697754,19.85292959213257,100.04633045196533,7.9396345019340515,112.16480255126953,2.1328844726085663,7.128553867340088
simple_nn 16 3 0.0001 0.0 0.01 450 0.2,131.03805923461914,203.59155654907227,1.4223454594612122,5.677916884422302,19.709779739379883,68.89701271057129,6.590376496315002,70.77846717834473,1.9606057703495026,5.721153736114502
simple_nn 16 3 0.0001 0.0 0.01 450 0.3,135.9736557006836,209.6213035583496,1.6807854771614075,6.0833024978637695,18.007057189941406,77.81783866882324,4.810391128063202,95.29259490966797,1.6993843019008636,6.535466432571411
simple_nn 16 3 0.0001 0.0 0.05 50 0.1,144.0147819519043,226.8637351989746,1.9455078542232513,6.39272153377533,45.06212139129639,113.90214920043945,11.33633840084076,101.38406181335449,2.5793361961841583,6.743386387825012
simple_nn 16 3 0.0001 0.0 0.05 50 0.2,148.68220138549805,229.12009048461914,2.279722273349762,6.49631941318512,47.596046447753906,100.29624938964844,16.941310167312622,98.9160623550415,3.109405040740967,7.100686192512512
simple_nn 16 3 0.0001 0.0 0.05 50 0.3,154.13397979736328,240.5160255432129,2.5031193494796753,6.605283975601196,43.44400882720947,110.74053764343262,10.960622787475586,101.74655342102051,2.5091899037361145,6.970645189285278
simple_nn 16 3 0.0001 0.0 0.05 150 0.1,225.89209747314453,299.31926345825195,1.7228136360645294,5.929298758506775,54.451595306396484,118.40798377990723,8.870035290718079,85.67116355895996,2.245646119117737,6.559376120567322
simple_nn 16 3 0.0001 0.0 0.05 150 0.2,228.32048416137695,316.48775482177734,1.8886944651603699,6.425420880317688,51.981505393981934,123.93864631652832,7.417108654975891,101.8264331817627,2.123991936445236,6.573917865753174
simple_nn 16 3 0.0001 0.0 0.05 150 0.3,232.64648818969727,318.1473693847656,2.0757171511650085,6.485602855682373,51.504865646362305,122.76140403747559,7.568346619606018,109.12389755249023,2.1087182760238647,7.085530519485474
simple_nn 16 3 0.0001 0.0 0.05 300 0.1,372.95365142822266,474.5039596557617,1.560587853193283,6.857402205467224,60.09438991546631,130.7528476715088,7.607099652290344,104.92709350585938,2.0919493436813354,6.967776656150818
simple_nn 16 3 0.0001 0.0 0.05 300 0.2,380.8060836791992,439.7540283203125,1.976720154285431,5.654022216796875,61.83809947967529,110.1493968963623,10.735682606697083,77.74663639068604,2.359078109264374,6.038373947143555
simple_nn 16 3 0.0001 0.0 0.05 300 0.3,385.54041290283203,468.79781341552734,2.218274712562561,6.424731612205505,59.00173854827881,127.34033203125,7.169194579124451,94.99579048156738,2.0720694065093994,6.5440993309021
simple_nn 16 3 0.0001 0.0 0.05 450 0.1,528.4423065185547,599.5117340087891,1.7444115281105042,6.019256830215454,67.41125202178955,123.0591869354248,11.11067545413971,92.07212257385254,2.34794682264328,6.458231687545776
simple_nn 16 3 0.0001 0.0 0.05 450 0.2,536.8558044433594,622.0017547607422,2.108031064271927,6.4049248695373535,60.60373497009277,122.81553649902344,5.578122973442078,92.61910057067871,1.8266175985336304,6.482813596725464
