File accession,Actual Age,Predicted Mean Age,Predicted Stddev,Model Type
ENCFF782ZWK,-0.4657534246575342,-0.10623073921685333,0.99504155,simple_nn 16 5 0.0002 0.1 0.05
ENCFF799TTO,37.5,39.63555330038071,0.44073918,simple_nn 16 5 0.0002 0.1 0.05
ENCFF842ASA,54.5,55.78069543838501,0.46903336,simple_nn 16 5 0.0002 0.1 0.05
ENCFF865CYY,53.5,64.740651845932,0.45710742,simple_nn 16 5 0.0002 0.1 0.05
ENCFF905RDO,3.5,15.854792405043966,0.7205976,simple_nn 16 5 0.0002 0.1 0.05
ENCFF918SRL,81.5,69.16431617736816,0.47266802,simple_nn 16 5 0.0002 0.1 0.05
ENCFF943PAL,37.5,53.97375237941742,0.42042378,simple_nn 16 5 0.0002 0.1 0.05
ENCFF963REY,53.5,61.97355914115906,0.4510487,simple_nn 16 5 0.0002 0.1 0.05
ENCFF981AHU,50.5,61.02902317047119,0.4221606,simple_nn 16 5 0.0002 0.1 0.05
ENCFF004PUZ,34.5,46.87490749359131,0.5127433,simple_nn 16 5 0.0002 0.1 0.05
ENCFF096GQC,41.5,48.85821723937988,0.5006048,simple_nn 16 5 0.0002 0.1 0.05
ENCFF145KWC,37.5,33.67924916744232,0.51263535,simple_nn 16 5 0.0002 0.1 0.05
ENCFF149CDS,41.5,48.87052643299103,0.49953938,simple_nn 16 5 0.0002 0.1 0.05
ENCFF174WIT,-0.47123287671232894,-0.3134317248444165,1.066025,simple_nn 16 5 0.0002 0.1 0.05
ENCFF179EUX,34.5,37.493454456329346,0.617395,simple_nn 16 5 0.0002 0.1 0.05
ENCFF181AEZ,51.5,33.992492735385895,0.5018395,simple_nn 16 5 0.0002 0.1 0.05
ENCFF213MFU,59.5,54.10983443260193,0.50141376,simple_nn 16 5 0.0002 0.1 0.05
ENCFF223UYF,3.5,35.35687184333801,0.56225216,simple_nn 16 5 0.0002 0.1 0.05
ENCFF239YLD,81.5,75.63240313529968,0.4705636,simple_nn 16 5 0.0002 0.1 0.05
ENCFF276GHQ,37.5,33.8771738409996,0.51975715,simple_nn 16 5 0.0002 0.1 0.05
ENCFF293EEX,75.5,75.79940462112427,0.47045714,simple_nn 16 5 0.0002 0.1 0.05
ENCFF319QKM,54.5,49.46637201309204,0.5078249,simple_nn 16 5 0.0002 0.1 0.05
ENCFF325EMH,30.5,32.95527732372284,0.5366674,simple_nn 16 5 0.0002 0.1 0.05
ENCFF369HQZ,53.5,49.939048051834106,0.5087984,simple_nn 16 5 0.0002 0.1 0.05
ENCFF382VGW,50.5,61.683868765830994,0.4851999,simple_nn 16 5 0.0002 0.1 0.05
ENCFF390EQT,53.5,50.426726937294006,0.50762004,simple_nn 16 5 0.0002 0.1 0.05
ENCFF390PEQ,-0.4383561643835615,-0.4132799577748658,1.0647719,simple_nn 16 5 0.0002 0.1 0.05
ENCFF399ZRV,-0.5041095890410959,-0.7588008503911483,1.2982786,simple_nn 16 5 0.0002 0.1 0.05
ENCFF407WJQ,30.5,36.22398906946182,0.5965518,simple_nn 16 5 0.0002 0.1 0.05
ENCFF429BUT,37.5,32.896383702754974,0.52326554,simple_nn 16 5 0.0002 0.1 0.05
ENCFF493PEV,51.5,34.88614219427109,0.49708667,simple_nn 16 5 0.0002 0.1 0.05
ENCFF496XGS,37.5,33.18211245536804,0.5208064,simple_nn 16 5 0.0002 0.1 0.05
ENCFF512NGG,59.5,43.96277058124542,0.51045924,simple_nn 16 5 0.0002 0.1 0.05
ENCFF513LGT,-0.4602739726027397,-0.43622709115690794,1.0826695,simple_nn 16 5 0.0002 0.1 0.05
ENCFF518ZFC,3.5,-0.022755775925266897,0.95882815,simple_nn 16 5 0.0002 0.1 0.05
ENCFF529HKJ,53.5,49.79784154891968,0.5055224,simple_nn 16 5 0.0002 0.1 0.05
ENCFF572USN,54.5,47.52182483673096,0.50678384,simple_nn 16 5 0.0002 0.1 0.05
ENCFF605FYY,37.5,32.98202735185623,0.52128935,simple_nn 16 5 0.0002 0.1 0.05
ENCFF612UQT,73.5,52.971763491630554,0.4945779,simple_nn 16 5 0.0002 0.1 0.05
ENCFF623BIK,53.5,48.675642132759094,0.5107119,simple_nn 16 5 0.0002 0.1 0.05
ENCFF634XAS,41.5,48.67960500717163,0.501714,simple_nn 16 5 0.0002 0.1 0.05
ENCFF638QCI,60.5,34.38703781366348,0.49705112,simple_nn 16 5 0.0002 0.1 0.05
ENCFF641PZC,60.5,36.44792526960373,0.503331,simple_nn 16 5 0.0002 0.1 0.05
ENCFF668IGA,53.5,48.79205250740051,0.5134481,simple_nn 16 5 0.0002 0.1 0.05
ENCFF691SGO,3.5,1.8128694309507218,0.8286659,simple_nn 16 5 0.0002 0.1 0.05
ENCFF738BQB,60.5,34.596769750118256,0.5080001,simple_nn 16 5 0.0002 0.1 0.05
ENCFF757YUP,37.5,34.344398736953735,0.5126026,simple_nn 16 5 0.0002 0.1 0.05
ENCFF787NDZ,34.5,14.232975144690258,0.7049198,simple_nn 16 5 0.0002 0.1 0.05
ENCFF793WOR,53.5,49.31497418880463,0.5133995,simple_nn 16 5 0.0002 0.1 0.05
ENCFF811PYY,37.5,33.33749443292618,0.5137776,simple_nn 16 5 0.0002 0.1 0.05
ENCFF828VTG,54.5,55.80207693576813,0.4936897,simple_nn 16 5 0.0002 0.1 0.05
ENCFF829COF,54.5,49.91740870475769,0.5071709,simple_nn 16 5 0.0002 0.1 0.05
ENCFF851AEJ,-0.4602739726027397,-0.8407856319068162,1.40763,simple_nn 16 5 0.0002 0.1 0.05
ENCFF873PQO,60.5,34.696478724479675,0.49960372,simple_nn 16 5 0.0002 0.1 0.05
ENCFF874RNA,-0.4602739726027397,-0.6425922741637757,1.1937034,simple_nn 16 5 0.0002 0.1 0.05
ENCFF890ZNX,53.5,49.28784739971161,0.50319535,simple_nn 16 5 0.0002 0.1 0.05
ENCFF949GYG,-0.3835616438356164,-0.7882382856138593,1.3276349,simple_nn 16 5 0.0002 0.1 0.05
ENCFF952FEE,51.5,49.19959270954132,0.5070606,simple_nn 16 5 0.0002 0.1 0.05
ENCFF960QQD,54.5,49.686981201171875,0.5074604,simple_nn 16 5 0.0002 0.1 0.05
ENCFF019GQD,-0.4410958904109591,4.218375718174237,0.864722,simple_nn 16 5 0.0002 0.1 0.05
ENCFF031TEU,37.5,37.35641860961914,0.48232016,simple_nn 16 5 0.0002 0.1 0.05
ENCFF045HTM,72.5,56.10248935222626,0.45975354,simple_nn 16 5 0.0002 0.1 0.05
ENCFF054UNU,54.5,50.38315033912659,0.4230237,simple_nn 16 5 0.0002 0.1 0.05
ENCFF095NPI,51.5,47.83042085170746,0.43254307,simple_nn 16 5 0.0002 0.1 0.05
ENCFF119ZJT,67.5,10.355303578743268,0.780253,simple_nn 16 5 0.0002 0.1 0.05
ENCFF128BKW,-0.47123287671232894,0.02814565345942377,0.9774117,simple_nn 16 5 0.0002 0.1 0.05
ENCFF129FHQ,41.5,34.35776937007904,0.37488964,simple_nn 16 5 0.0002 0.1 0.05
ENCFF182YXH,37.5,34.680656015872955,0.49209338,simple_nn 16 5 0.0002 0.1 0.05
ENCFF241FVV,51.5,46.07512283325195,0.48846614,simple_nn 16 5 0.0002 0.1 0.05
ENCFF248ZRF,59.5,48.19255447387695,0.43273804,simple_nn 16 5 0.0002 0.1 0.05
ENCFF253YEC,37.5,36.39453411102295,0.47436368,simple_nn 16 5 0.0002 0.1 0.05
ENCFF258MPY,75.5,66.81246662139893,0.40621093,simple_nn 16 5 0.0002 0.1 0.05
ENCFF264LWT,-0.47945205479452024,-0.47651189097717106,1.0642248,simple_nn 16 5 0.0002 0.1 0.05
ENCFF265STI,3.5,3.821904173735094,0.8431829,simple_nn 16 5 0.0002 0.1 0.05
ENCFF279SBT,-0.03835616438356193,3.4336789943047608,0.87322026,simple_nn 16 5 0.0002 0.1 0.05
ENCFF329DJP,51.5,49.49155116081238,0.42040604,simple_nn 16 5 0.0002 0.1 0.05
ENCFF334IXM,37.5,37.13785845041275,0.4772473,simple_nn 16 5 0.0002 0.1 0.05
ENCFF354VHC,-0.47123287671232894,0.27751048878123363,0.9580221,simple_nn 16 5 0.0002 0.1 0.05
ENCFF356LDB,34.5,35.400862753391266,0.5239484,simple_nn 16 5 0.0002 0.1 0.05
ENCFF360XRU,-0.4410958904109591,3.9364394656727804,0.87106526,simple_nn 16 5 0.0002 0.1 0.05
ENCFF362AWC,56.5,42.829233288764954,0.45298788,simple_nn 16 5 0.0002 0.1 0.05
ENCFF366DMT,-0.5178082191780822,0.07014585478441049,0.9973194,simple_nn 16 5 0.0002 0.1 0.05
ENCFF367YCB,59.5,47.180429339408875,0.39806345,simple_nn 16 5 0.0002 0.1 0.05
ENCFF380WQK,46.5,54.06807029247284,0.39063203,simple_nn 16 5 0.0002 0.1 0.05
ENCFF407RTD,-0.4410958904109591,3.783140623966492,0.8759384,simple_nn 16 5 0.0002 0.1 0.05
ENCFF414CCH,54.5,43.11266767978668,0.47747326,simple_nn 16 5 0.0002 0.1 0.05
ENCFF457RZP,75.5,77.142005443573,0.45847157,simple_nn 16 5 0.0002 0.1 0.05
ENCFF548PVT,0.0,1.2912377598247602,0.9182492,simple_nn 16 5 0.0002 0.1 0.05
ENCFF550TZJ,51.5,36.6301674246788,0.5368266,simple_nn 16 5 0.0002 0.1 0.05
ENCFF610QJA,51.5,53.88008785247803,0.43507323,simple_nn 16 5 0.0002 0.1 0.05
ENCFF613OTX,37.5,34.45721924304962,0.44091642,simple_nn 16 5 0.0002 0.1 0.05
ENCFF625BME,51.5,50.43446743488312,0.41665208,simple_nn 16 5 0.0002 0.1 0.05
ENCFF642YPL,54.5,41.43335771560669,0.47814867,simple_nn 16 5 0.0002 0.1 0.05
ENCFF661CVI,34.5,30.768301367759705,0.6160605,simple_nn 16 5 0.0002 0.1 0.05
ENCFF676QBK,3.5,17.0825327232476,0.7508035,simple_nn 16 5 0.0002 0.1 0.05
ENCFF678KDM,54.5,43.94813323020935,0.48092508,simple_nn 16 5 0.0002 0.1 0.05
ENCFF732VPS,30.5,0.6686867713928002,0.9030477,simple_nn 16 5 0.0002 0.1 0.05
ENCFF759DVC,37.5,35.961290299892426,0.47433546,simple_nn 16 5 0.0002 0.1 0.05
ENCFF785HNW,34.5,32.3009649515152,0.4800287,simple_nn 16 5 0.0002 0.1 0.05
ENCFF797TYB,0.0,-0.23149219363164697,1.0280856,simple_nn 16 5 0.0002 0.1 0.05
ENCFF857WKM,37.5,31.984015107154846,0.52591616,simple_nn 16 5 0.0002 0.1 0.05
ENCFF865TTH,37.5,36.32131481170654,0.4734113,simple_nn 16 5 0.0002 0.1 0.05
ENCFF972YUU,61.5,55.194034814834595,0.40384302,simple_nn 16 5 0.0002 0.1 0.05
ENCFF991AHY,-0.5342465753424658,-0.6007920499726422,1.1173549,simple_nn 16 5 0.0002 0.1 0.05
