File accession,Actual Age,Predicted Mean Age,Predicted Stddev,Model Type
ENCFF032IZZ,60.5,37.51057,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF053KMZ,37.5,36.39318,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF057BYR,37.5,46.360622,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF084JUK,81.5,68.822205,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF091KQD,53.5,0.0,1.1615077,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF114PLO,81.5,74.57063,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF119FKH,40.5,44.183605,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF120CVA,-0.4602739726027397,0.0,1.2235563,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF120TOC,50.5,0.0,3.8573098,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF140ZIP,37.5,44.812588,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF190UNW,3.5,0.0,3.7977455,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF252OBP,37.5,38.317425,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF283ZMI,51.5,47.263344,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF288QMN,54.5,0.0,5.0261245,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF290HDV,75.5,80.61303,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF303PLE,3.5,0.0,1.798489,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF339CRV,53.5,45.094173,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF342IUX,53.5,47.885616,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF379GSJ,53.5,48.6488,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF427XFO,53.5,47.21919,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF431FFY,37.5,39.524403,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF451EGE,51.5,45.514217,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF487CTD,51.5,47.000504,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF496SXY,53.5,52.625694,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF501SGE,37.5,37.0492,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF534AMN,53.5,44.668034,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF536UKH,53.5,0.0,1.0515069,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF571BDF,54.5,30.680077,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF576GES,53.5,0.0,1.0732958,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF576TRI,75.5,73.45575,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF586MLV,74.5,70.4279,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF586WBH,53.5,47.941956,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF604OZO,-0.4657534246575342,0.0,0.8057399,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF617PMJ,89.5,72.43608,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF619HYF,34.5,0.0,3.868062,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF620GOU,37.5,47.231804,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF623WKE,30.5,32.19589,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF639IIQ,73.5,31.400284,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF645DEG,54.5,46.390472,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF672KET,51.5,42.697075,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF673DXP,62.5,0.0,1.3447365,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF678USC,-0.5013698630136987,0.0,1.769967,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF696UEY,37.5,0.0,1.38573,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF713LKP,78.5,56.14435,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF735OIS,3.5,0.0,1.8864862,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF773DOI,53.5,38.11709,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF773TCN,54.5,10.060955,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF786QHF,-0.3835616438356164,0.0,1.5713497,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF797MIK,53.5,55.695335,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF811RQX,53.5,46.274967,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF841IYY,53.5,48.560314,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF846MFS,37.5,37.87623,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF847QAK,54.5,41.49838,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF854YHI,37.5,29.282278,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF863PCN,37.5,39.308083,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF880UEZ,53.5,0.0,1.2733849,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF882OND,37.5,39.202126,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF889QTE,81.5,69.01689,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF929KNV,50.5,0.0,5.896011,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF952ONE,53.5,27.404142,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF954NRC,-0.4602739726027397,0.0,2.206884,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF959OZR,51.5,45.41177,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF985SAO,59.5,0.0,3.2582285,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF011PCV,81.5,78.487595,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF016NGG,53.5,45.44152,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF036WJV,30.5,0.0,1.6040845,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF069BYH,41.5,39.101185,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF077FBW,41.5,41.27842,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF105NAF,51.5,43.634945,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF111SZU,-0.4575342465753425,0.0,2.3106382,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF112MIS,59.5,41.000248,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF138VRG,54.5,48.726456,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF153YEE,53.5,51.743748,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF162OOB,49.5,0.0,4.195768,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF169MHR,0.0,0.0,0.8420613,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF174HPH,0.0,0.0,1.3235623,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF181HLF,51.5,38.944824,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF201UPO,37.5,0.0,1.2249645,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF207OJA,41.5,47.237637,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF229BGF,37.5,32.93121,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF238MHL,81.5,0.0,5.8091745,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF256HPN,53.5,50.06292,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF264ASR,46.5,24.544502,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF282VQS,51.5,39.87958,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF318DKR,54.5,48.999012,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF320PWH,-0.4657534246575342,0.0,1.9060838,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF349BGH,56.5,55.941235,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF387XJD,53.5,50.52125,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF400NQI,53.5,54.7192,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF438QTX,81.5,77.67433,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF440XSS,41.5,44.03275,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF486KLP,25.5,0.0,3.8593826,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF523VVA,87.5,67.32495,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF566FYS,34.5,17.867062,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF569FQL,-0.4575342465753425,0.0,1.2513301,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF579DHC,84.5,53.413,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF583VWE,54.5,46.77409,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF615SIJ,45.5,28.803328,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF631LYE,56.5,35.231403,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF665CXY,54.5,48.752186,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF720HFS,51.5,0.0,0.9661688,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF729ZPF,67.5,52.028908,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF732JQY,87.5,66.74532,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF761IFJ,51.5,32.755573,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF762CST,51.5,52.56051,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF772PDE,30.5,0.0,5.010247,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF779PMH,54.5,57.03355,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF780NBB,51.5,53.76103,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF839NZT,-0.4383561643835616,24.74902,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF862HHR,77.5,40.372963,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF870EDZ,53.5,55.5892,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF884KHZ,-0.4328767123287671,34.367645,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF886LUE,54.5,51.45609,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF902HIA,59.5,50.904606,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF910MXI,59.5,51.756924,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF917LFF,53.5,51.16742,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF926FYT,51.5,49.188873,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF962JEC,78.5,0.0,1.1100181,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF050YYY,30.5,0.0,1.3573376,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF061HFF,51.5,51.367188,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF062WLH,84.5,94.47645,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF066MLC,86.5,76.09829,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF083ENU,59.5,45.26273,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF122GSI,37.5,47.981346,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF127LVQ,51.5,45.123688,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF132YWJ,53.5,45.478073,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF141YUO,72.5,49.57634,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF184VIO,51.5,53.880184,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF187IWC,41.5,0.0,3.589344,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF198NDW,88.5,100.3988,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF230VWV,37.5,31.818865,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF237VMY,53.5,57.69644,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF263CSV,54.5,50.43124,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF271FIA,34.5,28.162415,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF282SRM,75.5,72.7007,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF305GQX,54.5,52.151737,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF344ITP,37.5,18.789587,0.83835286,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF345SEW,89.5,107.15737,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF372LSW,53.5,47.333294,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF379RYN,0.0,24.630116,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF389LZZ,-0.4410958904109589,0.0,1.2175862,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF393NEJ,83.5,93.97028,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF425FMW,76.5,0.0,1.8972753,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF466ENV,54.5,50.937943,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF486AVO,-0.4383561643835616,0.0,1.0308999,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF504XAW,53.5,0.0,11.963942,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF508OUM,37.5,0.0,3.557675,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF538GPP,-0.4986301369863014,0.0,3.3974702,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF614FJF,59.5,42.47691,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF624LJY,34.5,0.0,0.87529254,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF629NQR,-0.4410958904109589,21.534153,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF640NVF,30.5,36.05476,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF649AZP,54.5,50.639317,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF664UKA,34.5,0.0,2.998022,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF682UWZ,61.5,44.432922,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF683LBN,37.5,30.86834,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF693HQZ,51.5,48.66965,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF704GNL,37.5,31.00582,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF751MDE,37.5,10.4235325,0.91627276,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF752DGV,71.5,99.75831,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF800VAP,51.5,52.534153,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF839JMI,-0.4712328767123288,0.0,5.3580923,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF842QQE,59.5,45.328754,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF863EJN,54.5,50.161026,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF904YBG,51.5,0.0,2.7329674,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF978EHV,-0.4712328767123288,0.0,3.8721395,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF995LGE,50.5,4.050772,1.1625019,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF996ZNX,37.5,36.114307,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF020YCR,-0.038356164383561646,29.737898,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF051GOU,54.5,42.580997,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF051JTV,73.5,0.0,2.8977432,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF051QIL,-0.3835616438356164,0.0,2.9055302,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF056BKL,60.5,0.0,7.3363166,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF081IBY,75.5,65.15764,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF089KQW,34.5,27.99435,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF145RER,53.5,49.604496,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF152PBB,46.5,52.550743,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF223CEC,34.5,0.0,3.845822,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF237QAL,60.5,0.0,8.127794,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF243MMI,53.5,49.683952,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF258MFR,54.5,58.970303,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF280QYJ,25.5,61.114567,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF285STS,37.5,46.15401,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF298AQY,78.5,71.03656,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF321LZL,51.5,16.872946,0.8626917,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF347MTT,81.5,80.779976,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF370MEL,61.5,27.703613,0.7353699,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF376RDO,53.5,0.0,1.8094682,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF391CHK,60.5,0.0,9.005656,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF405UOK,37.5,46.400158,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF512IEA,37.5,0.0,7.1127787,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF513OZY,-0.5178082191780822,62.209103,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF520CVN,3.5,29.890797,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF561CAU,16.5,47.241196,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF568IBR,54.5,53.6593,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF585QLC,53.5,0.0,1.7110134,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF641DNV,53.5,0.0,2.6854992,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF644MVM,34.5,0.0,1.2639378,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF651XRK,53.5,30.68061,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF675KIN,53.5,49.299805,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF719ORU,54.5,52.166897,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF720WSA,37.5,0.0,2.3940632,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF733OPS,81.5,81.75528,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF739NVT,53.5,49.795326,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF772JUK,54.5,60.8896,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF810IVC,54.5,62.541748,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF812IKG,37.5,45.72486,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF827GEQ,53.5,47.059967,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF838MXD,75.5,62.327065,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF849YNY,16.5,54.96105,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF854IJU,81.5,69.91126,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF859MTR,53.5,0.0,1.7102453,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF901QWB,37.5,0.0,2.7229795,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF935CPK,51.5,0.0,2.5845647,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF938WJH,53.5,53.04472,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF939ELA,-0.4904109589041096,0.0,2.0838182,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF941YCV,75.5,65.04076,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF958TLM,51.5,52.107033,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF976KIV,-0.4602739726027397,0.0,1.9069386,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF996QZC,37.5,0.0,2.544202,simple_nn_new 20 1 0.0001 0.0 0.005
ENCFF051GOU,54.5,0.0,1.3196288,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF051JTV,73.5,0.0,3.5707457,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF057BYR,37.5,46.651176,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF066MLC,86.5,78.85039,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF081IBY,75.5,72.18405,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF089KQW,34.5,0.0,1.3504509,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF111SZU,-0.4575342465753425,0.0,4.1165543,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF112MIS,59.5,0.0,2.2388835,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF120TOC,50.5,0.0,1.1688122,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF122GSI,37.5,37.221962,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF127LVQ,51.5,50.19557,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF140ZIP,37.5,43.6126,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF141YUO,72.5,0.0,4.126744,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF152PBB,46.5,49.398228,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF230VWV,37.5,40.26848,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF237VMY,53.5,52.007122,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF258MFR,54.5,51.074795,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF282VQS,51.5,0.0,1.3214397,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF290HDV,75.5,75.63661,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF339CRV,53.5,51.639336,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF425FMW,76.5,28.198301,0.69686466,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF427XFO,53.5,55.97621,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF486AVO,-0.4383561643835616,0.0,1.5760077,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF496SXY,53.5,0.0,1.5729872,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF512IEA,37.5,0.0,5.766187,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF520CVN,3.5,0.0,1.6514544,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF534AMN,53.5,50.945915,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF586WBH,53.5,0.0,2.779178,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF619HYF,34.5,0.0,3.2950983,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF620GOU,37.5,48.15701,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF631LYE,56.5,0.0,1.5243771,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF641DNV,53.5,45.31255,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF644MVM,34.5,0.0,3.1513832,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF664UKA,34.5,0.0,2.7463045,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF682UWZ,61.5,49.171043,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF683LBN,37.5,40.10824,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF704GNL,37.5,39.09918,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF720HFS,51.5,0.0,2.3621244,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF733OPS,81.5,76.45138,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF772JUK,54.5,51.13955,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF773DOI,53.5,0.0,5.4470177,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF779PMH,54.5,61.91779,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF786QHF,-0.3835616438356164,0.0,1.245251,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF797MIK,53.5,24.412378,0.7255268,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF810IVC,54.5,49.832867,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF811RQX,53.5,0.0,1.5207968,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF839NZT,-0.4383561643835616,0.0,2.1837683,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF842QQE,59.5,49.936954,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF862HHR,77.5,0.0,1.2417808,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF939ELA,-0.4904109589041096,0.0,1.746148,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF952ONE,53.5,0.0,2.4940305,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF978EHV,-0.4712328767123288,0.0,1.9364432,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF985SAO,59.5,0.0,3.20656,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF996QZC,37.5,52.07371,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF996ZNX,37.5,38.043766,0.69414717,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF011PCV,81.5,88.91615,1.8204314,simple_nn_new 20 1 0.0001 0.0 0.01
ENCFF016NGG,53.5,70.64699,1.5317761,simple_nn_new 20 1 0.0001 0.0 0.01
