,Histone,Function,Scaler,Age Transform,Model,Mean MAE,Std MAE,Mean MSE,Std MSE,Mean R2,Std R2
0,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,no,elastic_net,6.8866750772946945,1.4868904785485675,263.0131477432907,123.26058120251753,0.6414951026723898,0.165763136095672
1,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,no,svr,17.80181140247299,5.194548436381567,699.6542978111839,69.57956892829345,0.04045566018705557,0.06934575833234459
2,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,no,knn,7.8249999999999975,1.7383541066192456,364.0972712096512,95.76025538606645,0.4840488670259261,0.1933014642847687
3,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,no,random_forest,7.08562671232877,1.082793681859847,257.1286296830862,31.522300806994984,0.6484990813712063,0.02320272915013428
4,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,no,gbr,4.593718125219203,1.0519106954909234,256.6301652507585,27.26982390692947,0.6472303116049085,0.03903852367017046
5,H3K27me3,<function mean at 0x7f2a02fd0e60>,standard,no,elastic_net,6.6258766196802235,1.4832119979887393,231.79387658764978,89.30963893276402,0.6884709718675714,0.08867996998657021
6,H3K27me3,<function mean at 0x7f2a02fd0e60>,standard,no,svr,17.67150888796188,6.342079632108698,678.8297581541976,82.10505007271564,0.07109671605246315,0.06927028447274737
7,H3K27me3,<function mean at 0x7f2a02fd0e60>,standard,no,knn,6.3374999999999995,2.4128238124653865,294.34957415639906,60.81180920583957,0.5839980358987567,0.134698524700102
8,H3K27me3,<function mean at 0x7f2a02fd0e60>,standard,no,random_forest,7.07062671232877,1.0588501452416883,257.5056026039765,31.33480988742562,0.6479288669215271,0.0234554545751566
9,H3K27me3,<function mean at 0x7f2a02fd0e60>,standard,no,gbr,4.596215749016469,1.0512354952967056,256.63214110089535,27.266973087439187,0.6472272662162988,0.03903713000798513
10,H3K27me3,<function mean at 0x7f2a02fd0e60>,robust,no,elastic_net,8.871202855937863,1.1061362082558182,256.3924609041091,134.19745016635284,0.6604250322486507,0.1329858291533472
11,H3K27me3,<function mean at 0x7f2a02fd0e60>,robust,no,svr,17.422353016920006,5.987808559181357,670.713605437885,76.84469763529187,0.08153642325247379,0.06822473330481768
12,H3K27me3,<function mean at 0x7f2a02fd0e60>,robust,no,knn,6.552910958904109,2.658278889417349,271.88007164501914,54.58776073424657,0.6174534092715505,0.11686839199208574
13,H3K27me3,<function mean at 0x7f2a02fd0e60>,robust,no,random_forest,7.12062671232877,1.0768380272481364,257.12785367755475,31.220692828056443,0.6484611060238388,0.02295482454068632
14,H3K27me3,<function mean at 0x7f2a02fd0e60>,robust,no,gbr,4.596215749016469,1.0512354952967056,256.63214110089535,27.266973087439187,0.6472272662162988,0.03903713000798513
15,H3K27me3,<function mean at 0x7f2a02fd0e60>,quantile,no,elastic_net,7.649541899090881,1.7969479608172072,281.26158122380315,79.98358304768657,0.6149230211710862,0.10107220873717632
16,H3K27me3,<function mean at 0x7f2a02fd0e60>,quantile,no,svr,17.358034903217344,5.4204337483300415,702.3858519946759,76.67939655561986,0.03750952212140654,0.072500473227403
17,H3K27me3,<function mean at 0x7f2a02fd0e60>,quantile,no,knn,6.1375,2.078874394955115,307.5814396426855,64.12382646656394,0.5654912768129688,0.14081538081403566
18,H3K27me3,<function mean at 0x7f2a02fd0e60>,quantile,no,random_forest,7.019448630136989,1.2027455793837916,258.08100465275845,32.21745676693001,0.6471250768478585,0.025349070006750397
19,H3K27me3,<function mean at 0x7f2a02fd0e60>,quantile,no,gbr,5.045083870207695,1.0831015404790134,256.85566799804485,30.189631745435577,0.6474530124607539,0.03861137788827096
20,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,elastic_net,5.776082860986031,0.7096327429906537,168.35471165806032,71.70114497793762,0.779336918079966,0.05856194795396126
21,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,svr,7.869721568483929,0.581079916808388,311.818548267164,79.12257510375211,0.5762688607324388,0.07535344530952776
22,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,knn,5.867467292994505,1.7726107766430048,355.3232560773262,105.29654751766661,0.49781806708615245,0.1995710510862319
23,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,random_forest,5.306641708341357,0.4861457039260326,286.98966625028777,74.0495102086118,0.6125169091917497,0.058147488444083704
24,H3K27me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,gbr,4.536964404034572,1.6570833112467016,343.45402537658066,67.6442338493981,0.5344255349431279,0.045353381439658814
