,mean_train_loss,mean_val_loss,mean_train_mse,mean_val_mse,mean_train_mae,mean_val_mae
simple_nn 16 3 0.0002 0.1 0.05,188.77086448669434,181.7334442138672,52.39443111419678,75.25945663452148,5.596521377563477,6.052847862243652
simple_nn 16 3 0.0002 0.1 0.1,97.4079647064209,100.84098815917969,61.11802673339844,67.98848056793213,6.063661217689514,6.001444220542908
simple_nn 16 3 0.0002 0.125 0.01,74.2060432434082,88.08688354492188,52.1298303604126,86.79065322875977,5.659030079841614,6.348650217056274
simple_nn 16 3 0.0002 0.125 0.02,90.74489307403564,103.14248466491699,59.191452980041504,86.47965049743652,5.883860349655151,6.39834189414978
simple_nn 16 3 0.0002 0.125 0.05,107.26139640808105,114.35610961914062,61.414856910705566,75.95523929595947,6.11930239200592,5.782795071601868
simple_nn 16 3 0.0002 0.125 0.1,90.4159164428711,92.94083404541016,63.800180435180664,86.7972354888916,6.211751341819763,6.45270311832428
simple_nn 16 3 0.0003 0.0 0.01,108.04450511932373,132.43518733978271,20.225830793380737,68.8179121017456,3.3162795305252075,5.486807227134705
simple_nn 16 3 0.0003 0.0 0.02,122.6108775138855,104.7249059677124,24.533335208892822,65.97960233688354,3.667320489883423,5.513087332248688
simple_nn 16 3 0.0003 0.0 0.05,47.79961585998535,56.556447982788086,22.736971378326416,57.886030197143555,3.564820170402527,4.976391077041626
simple_nn 16 3 0.0003 0.0 0.1,51.50753879547119,57.60988235473633,24.914557933807373,63.479684829711914,3.790254771709442,5.417282283306122
simple_nn 16 3 0.0003 0.05 0.01,39.81962871551514,54.221675872802734,32.577946186065674,84.71476745605469,4.31351101398468,6.208624362945557
simple_nn 16 3 0.0003 0.05 0.02,49.05265760421753,52.12013578414917,37.137389183044434,75.07058143615723,4.711100220680237,5.766576886177063
simple_nn 16 3 0.0003 0.05 0.05,49.757164478302,53.6037073135376,41.30655813217163,64.76504421234131,4.899950861930847,5.57713770866394
simple_nn 16 3 0.0003 0.05 0.1,49.819801330566406,56.23091793060303,43.17886924743652,76.19045448303223,5.046481132507324,6.117518782615662
simple_nn 16 3 0.0003 0.1 0.01,42.89400672912598,52.78520441055298,42.776732444763184,76.56389331817627,5.116213083267212,6.126986145973206
simple_nn 16 3 0.0003 0.1 0.02,32.72787380218506,35.642539978027344,49.49981689453125,87.63308143615723,5.378858923912048,6.3388941287994385
simple_nn 16 3 0.0003 0.1 0.05,38.27957630157471,39.36330795288086,55.30773067474365,74.10321617126465,5.687198281288147,5.753383755683899
simple_nn 16 3 0.0003 0.1 0.1,183.489351272583,206.09564971923828,75.72915554046631,82.30798149108887,6.754166483879089,6.709634304046631
simple_nn 16 3 0.0003 0.125 0.01,35.355985164642334,38.76824235916138,44.1195068359375,64.27934265136719,5.082722902297974,5.4170708656311035
simple_nn 16 3 0.0003 0.125 0.02,83.48989057540894,89.22713994979858,56.50377082824707,84.80899620056152,5.704560279846191,6.265695929527283
simple_nn 16 3 0.0003 0.125 0.05,51.26417636871338,53.370914459228516,63.75250434875488,76.68960189819336,6.16758394241333,6.012272119522095
simple_nn 16 3 0.0003 0.125 0.1,62.95865440368652,62.23295211791992,80.55680274963379,90.5018081665039,6.94610321521759,6.731982231140137
simple_nn 16 5 0.0001 0.0 0.01,87.5514087677002,119.699462890625,23.708396434783936,73.5303201675415,3.513619065284729,5.61702823638916
simple_nn 16 5 0.0001 0.0 0.02,98.51745796203613,128.19663047790527,25.862637758255005,68.7952938079834,3.7364821434020996,5.249074697494507
simple_nn 16 5 0.0001 0.0 0.05,377.40348052978516,398.2060203552246,48.92019844055176,74.64221858978271,5.171324253082275,6.0348817110061646
simple_nn 16 5 0.0001 0.0 0.1,175.93221282958984,197.08736038208008,30.34179401397705,76.32826519012451,4.211900055408478,5.762195825576782
simple_nn 16 5 0.0001 0.05 0.01,147.35183906555176,182.27537536621094,52.903042793273926,74.43833827972412,5.647659182548523,5.77539324760437
simple_nn 16 5 0.0001 0.05 0.02,105.82753944396973,122.57243728637695,42.064279556274414,73.93133163452148,5.099469304084778,5.758217215538025
simple_nn 16 5 0.0001 0.05 0.05,165.74151992797852,179.35019302368164,49.63434886932373,74.91643905639648,5.545783996582031,5.60429060459137
simple_nn 16 5 0.0001 0.05 0.1,203.89702987670898,213.91461944580078,55.99598026275635,85.66497898101807,5.779720067977905,6.07868492603302
simple_nn 16 5 0.0001 0.1 0.01,166.27424430847168,176.58214950561523,85.32135772705078,104.50334644317627,7.255573153495789,7.1422683000564575
simple_nn 16 5 0.0001 0.1 0.02,188.45586776733398,196.03782653808594,83.44189262390137,86.40657806396484,7.098507285118103,6.432563424110413
simple_nn 16 5 0.0001 0.1 0.05,260.2741012573242,251.2569408416748,72.83280563354492,79.62601375579834,6.813064336776733,6.161636710166931
simple_nn 16 5 0.0001 0.1 0.1,382.28192138671875,362.0868682861328,87.45839881896973,69.29377174377441,7.3178263902664185,5.846204161643982
simple_nn 16 5 0.0001 0.125 0.01,105.59032249450684,113.03830528259277,67.32697677612305,82.94584369659424,6.480834722518921,6.057275652885437
simple_nn 16 5 0.0001 0.125 0.02,188.1094970703125,188.77429580688477,81.11961078643799,96.83870697021484,7.210626721382141,6.937231063842773
simple_nn 16 5 0.0001 0.125 0.05,218.76735305786133,219.09964752197266,78.85556888580322,90.86727905273438,6.885424017906189,6.438248515129089
simple_nn 16 5 0.0001 0.125 0.1,210.46746063232422,215.16223526000977,84.77524185180664,98.61423397064209,7.144599556922913,6.792743444442749
simple_nn 16 5 0.0002 0.0 0.01,45.888970375061035,68.9776086807251,14.647398233413696,69.02686214447021,2.978679120540619,4.928085029125214
simple_nn 16 5 0.0002 0.0 0.02,253.63233089447021,263.71170234680176,30.05594778060913,85.05425930023193,4.024126589298248,6.0012558698654175
simple_nn 16 5 0.0002 0.0 0.05,141.64736366271973,157.09234428405762,29.15662145614624,73.91390609741211,3.9726216197013855,5.958647966384888
simple_nn 16 5 0.0002 0.0 0.1,184.56738471984863,185.09032249450684,29.717133045196533,58.67180061340332,4.152932524681091,5.4320656061172485
simple_nn 16 5 0.0002 0.05 0.01,43.86992359161377,64.80733489990234,27.50758981704712,80.40397930145264,4.050037622451782,5.242001593112946
simple_nn 16 5 0.0002 0.05 0.02,76.79333877563477,98.67814636230469,34.17097759246826,102.80931377410889,4.469686985015869,6.334988236427307
simple_nn 16 5 0.0002 0.05 0.05,105.10249710083008,111.4717903137207,48.11001777648926,86.27743721008301,5.466615200042725,6.287543892860413
simple_nn 16 5 0.0002 0.05 0.1,124.49541091918945,125.26958465576172,50.45103454589844,71.732741355896,5.543968081474304,5.781266689300537
simple_nn 16 5 0.0002 0.1 0.01,207.19186210632324,220.80752658843994,72.37078380584717,77.40838050842285,6.389482378959656,6.15931236743927
simple_nn 16 5 0.0002 0.1 0.02,83.79775810241699,91.6399917602539,55.140950202941895,75.0816478729248,5.640785574913025,5.8332836627960205
simple_nn 16 5 0.0002 0.1 0.05,159.41542625427246,159.80803871154785,76.2322940826416,75.38114356994629,6.818834662437439,6.079552531242371
simple_nn 16 5 0.0002 0.1 0.1,127.59519386291504,122.34101867675781,78.80711936950684,97.61465454101562,6.772950887680054,6.994976758956909
simple_nn 16 5 0.0002 0.125 0.01,103.87008857727051,101.27423286437988,77.4790620803833,78.88378953933716,6.762500882148743,6.19449245929718
simple_nn 16 5 0.0002 0.125 0.02,84.17495346069336,87.61541366577148,52.46879863739014,83.00518321990967,5.689194083213806,6.29233181476593
simple_nn 16 5 0.0002 0.125 0.05,123.22555160522461,118.90361976623535,72.40312576293945,82.97186470031738,6.762858510017395,6.545851707458496
simple_nn 16 5 0.0002 0.125 0.1,519.836841583252,493.8025779724121,93.34022331237793,95.62679862976074,7.421436786651611,7.141356587409973
simple_nn 16 5 0.0003 0.0 0.01,61.01577425003052,71.94314575195312,25.787219524383545,73.01246547698975,3.8414552211761475,5.804927587509155
simple_nn 16 5 0.0003 0.0 0.02,43.064316749572754,49.37739944458008,17.11615300178528,62.42478656768799,3.118863582611084,4.938433408737183
simple_nn 16 5 0.0003 0.0 0.05,270.3681221008301,235.80305767059326,36.32115650177002,67.04761695861816,4.544036686420441,5.976601243019104
simple_nn 16 5 0.0003 0.0 0.1,78.34807586669922,86.39970207214355,28.414093494415283,63.243597984313965,4.067410111427307,5.45930403470993
simple_nn 16 5 0.0003 0.05 0.01,184.92376136779785,211.56821727752686,43.647282123565674,76.66916561126709,5.166190326213837,5.705837845802307
simple_nn 16 5 0.0003 0.05 0.02,191.67313766479492,205.6441831588745,49.911770820617676,72.1615400314331,5.232522368431091,5.867471098899841
simple_nn 16 5 0.0003 0.05 0.05,64.6699047088623,63.19016456604004,52.605122566223145,76.92388343811035,5.629753232002258,6.267117619514465
simple_nn 16 5 0.0003 0.05 0.1,387.14100456237793,402.56936740875244,65.453444480896,104.11210823059082,6.269574522972107,7.289880752563477
simple_nn 16 5 0.0003 0.1 0.01,40.68873596191406,45.72994136810303,52.389729499816895,77.98874568939209,5.542340040206909,5.8854628801345825
simple_nn 16 5 0.0003 0.1 0.02,50.244818687438965,51.44902420043945,47.041090965270996,75.6352014541626,5.314964652061462,5.774062275886536
simple_nn 16 5 0.0003 0.1 0.05,65.75474834442139,63.902122497558594,62.648494720458984,73.86878776550293,6.151823043823242,6.052766442298889
simple_nn 16 5 0.0003 0.1 0.1,64.50563716888428,64.37887191772461,74.02475166320801,95.00075340270996,6.648119688034058,6.758082866668701
simple_nn 16 5 0.0003 0.125 0.01,37.22533941268921,34.97854137420654,49.179908752441406,69.738600730896,5.488558888435364,5.853280305862427
simple_nn 16 5 0.0003 0.125 0.02,47.477882385253906,48.049729347229004,65.3779182434082,92.74772453308105,6.400561690330505,6.6144338846206665
simple_nn 16 5 0.0003 0.125 0.05,80.20449638366699,75.34047985076904,85.5021915435791,87.80654239654541,7.0870654582977295,6.467086911201477
simple_nn 16 5 0.0003 0.125 0.1,69.3623399734497,66.3726978302002,86.3284683227539,81.60556316375732,7.133359313011169,6.382762670516968
simple_nn 32 1 0.0001 0.0 0.01,92.30622673034668,161.96837615966797,27.09373903274536,123.49743270874023,3.540823459625244,7.3866565227508545
simple_nn 32 1 0.0001 0.0 0.02,91.90206718444824,166.3569107055664,14.325468301773071,105.10936737060547,2.824380099773407,6.830155730247498
simple_nn 32 1 0.0001 0.0 0.05,180.31337356567383,252.6691436767578,26.972198009490967,112.05235862731934,3.8158352375030518,7.6002761125564575
simple_nn 32 1 0.0001 0.0 0.1,261.54892349243164,322.4620895385742,26.05740261077881,104.88136672973633,3.905591607093811,7.192389607429504
simple_nn 32 1 0.0001 0.05 0.01,88.59684371948242,156.38157272338867,28.688751697540283,112.62725830078125,4.0357096791267395,7.391669750213623
simple_nn 32 1 0.0001 0.05 0.02,113.54388809204102,164.562650680542,29.34130573272705,92.4089879989624,4.202646911144257,6.750781297683716
simple_nn 32 1 0.0001 0.05 0.05,162.191801071167,212.85237884521484,40.436702728271484,102.61487007141113,4.82525098323822,7.2073938846588135
simple_nn 32 1 0.0001 0.05 0.1,266.3500671386719,312.90726470947266,39.772483825683594,92.19690132141113,4.720264315605164,6.935575604438782
simple_nn 32 1 0.0001 0.1 0.01,101.60174560546875,151.38898468017578,40.50136041641235,101.83649444580078,4.90850555896759,7.0608110427856445
simple_nn 32 1 0.0001 0.1 0.02,145.804931640625,187.20660781860352,42.2234468460083,105.51605415344238,5.021746754646301,7.293003439903259
simple_nn 32 1 0.0001 0.1 0.05,130.5073413848877,190.7938690185547,47.62576484680176,119.1680908203125,5.378097414970398,7.617164731025696
simple_nn 32 1 0.0001 0.1 0.1,168.13428115844727,214.31381225585938,52.68373489379883,100.79730796813965,5.577012300491333,7.19822359085083
simple_nn 32 1 0.0001 0.125 0.01,108.68137168884277,156.55792999267578,44.329134941101074,107.04036808013916,5.1783376932144165,7.091724276542664
simple_nn 32 1 0.0001 0.125 0.02,123.30657958984375,155.43884658813477,43.61659049987793,92.6244649887085,4.898021697998047,6.751254916191101
simple_nn 32 1 0.0001 0.125 0.05,152.35169792175293,183.3742446899414,54.01617622375488,89.16883087158203,5.6134666204452515,6.628976345062256
simple_nn 32 1 0.0001 0.125 0.1,180.00866508483887,191.4619255065918,61.28688430786133,79.58253288269043,6.188623785972595,6.35735547542572
simple_nn 32 1 0.0002 0.0 0.01,45.24528694152832,99.01955986022949,11.76986837387085,86.86218070983887,2.6850085854530334,6.566771864891052
simple_nn 32 1 0.0002 0.0 0.02,57.28633785247803,113.10907363891602,17.169402837753296,97.00297164916992,3.167701482772827,6.787052512168884
simple_nn 32 1 0.0002 0.0 0.05,66.69272041320801,104.11473274230957,20.989866733551025,75.65471267700195,3.4594104290008545,6.089130520820618
simple_nn 32 1 0.0002 0.0 0.1,82.03834915161133,124.37607955932617,28.246544361114502,79.92882347106934,4.012331783771515,5.766579270362854
simple_nn 32 1 0.0002 0.05 0.01,60.24411106109619,122.00132751464844,25.340018272399902,108.95786571502686,3.817030966281891,7.086649060249329
simple_nn 32 1 0.0002 0.05 0.02,125.21825695037842,158.4893741607666,30.65130853652954,77.71759510040283,4.17731374502182,6.055880308151245
simple_nn 32 1 0.0002 0.05 0.05,74.51160049438477,129.6765022277832,33.51368713378906,95.98194980621338,4.372021496295929,6.7023093700408936
simple_nn 32 1 0.0002 0.05 0.1,89.41087913513184,127.54038047790527,38.084821701049805,93.67367553710938,4.7194883823394775,6.902686834335327
simple_nn 32 1 0.0002 0.1 0.01,112.11988067626953,137.16545295715332,37.87104511260986,73.10582828521729,4.800593018531799,5.97379207611084
simple_nn 32 1 0.0002 0.1 0.02,136.69971084594727,174.40981674194336,40.75340557098389,86.7150936126709,5.0520172119140625,6.351872086524963
simple_nn 32 1 0.0002 0.1 0.05,102.79571342468262,115.02740478515625,44.422932624816895,70.6120548248291,5.08687424659729,5.894265174865723
