,mean_train_auto_mse,mean_val_auto_mse,mean_train_auto_mae,mean_val_auto_mae,mean_train_loss,mean_val_loss,mean_train_mse,mean_val_mse,mean_train_mae,mean_val_mae
simple_nn 16 5 0.0001 0.0 0.01 300 0.1,101.96954917907715,200.48366165161133,1.6620447635650635,6.6596667766571045,24.339609146118164,94.9876766204834,8.392303943634033,102.0570125579834,2.2225045561790466,6.647690057754517
simple_nn 16 5 0.0001 0.0 0.01 50 0.1,58.081467628479004,155.3320083618164,1.6854173243045807,6.405135869979858,21.332351207733154,87.72184085845947,11.745517015457153,103.29380226135254,2.6874919533729553,6.319452285766602
simple_nn 16 3 0.0001 0.0 0.01 150 0.1,72.8630485534668,152.5273151397705,1.7206289172172546,6.0297383069992065,21.327332019805908,65.66173839569092,16.86080837249756,88.3318567276001,3.06989848613739,6.276254177093506
simple_nn 16 3 0.0001 0.0 0.01 50 0.1,58.364450454711914,148.77906799316406,1.7615117728710175,6.48045289516449,18.647748708724976,98.14426803588867,15.920191287994385,118.79779052734375,3.0687180757522583,7.495217204093933
simple_nn 16 3 0.0001 0.0 0.01 450 0.1,135.46184921264648,249.73888397216797,1.7630464732646942,7.1062116622924805,21.921618461608887,90.08314514160156,10.739542961120605,121.54644203186035,2.510835349559784,6.967180013656616
simple_nn 16 3 0.0001 0.0 0.01 300 0.1,104.91433906555176,212.51256942749023,1.7866483926773071,6.570720911026001,21.259825706481934,93.97149181365967,11.321362495422363,124.37572860717773,2.535524308681488,6.986448287963867
simple_nn 48 3 0.0001 0.0 0.01 300 0.1,131.89768600463867,229.89194107055664,1.8279241621494293,6.884175896644592,25.02909231185913,120.78167915344238,12.7887122631073,130.1352252960205,2.90067857503891,7.823495626449585
simple_nn 16 5 0.0001 0.0 0.01 450 0.1,138.23447799682617,216.11658477783203,1.8657264113426208,6.166756868362427,29.5376877784729,81.11728572845459,13.870760798454285,90.49358558654785,2.898777425289154,6.546726703643799
simple_nn 16 5 0.0001 0.0 0.01 150 0.1,73.88570976257324,170.75856018066406,1.8778516054153442,6.692129731178284,24.355575561523438,88.38042545318604,13.095511078834534,105.31121826171875,2.664174199104309,6.829785943031311
simple_nn 16 5 0.0002 0.0 0.01 50 0.1,46.09458255767822,129.45496368408203,1.9045943319797516,6.138982176780701,19.713878631591797,63.211318016052246,12.456849813461304,94.44291114807129,2.6796886920928955,6.30806303024292
