,mean_train_auto_mse,mean_val_auto_mse,mean_train_auto_mae,mean_val_auto_mae,mean_train_loss,mean_val_loss,mean_train_mse,mean_val_mse,mean_train_mae,mean_val_mae
simple_nn 16 3 0.0003 0.0 0.01 50 0.1,47.94832992553711,144.08757781982422,2.593485951423645,6.64680540561676,11.35843801498413,41.9521222114563,12.157928705215454,105.12268257141113,2.518734872341156,6.5111610889434814
simple_nn 48 3 0.0003 0.0 0.01 50 0.1,67.52831840515137,153.94409942626953,2.3115572929382324,6.6296409368515015,11.70477843284607,88.80417442321777,5.470031976699829,104.85154342651367,1.7072842121124268,6.20597505569458
simple_nn 16 3 0.0003 0.0 0.01 50 0.2,47.55887699127197,126.89705657958984,2.5911201536655426,6.035852015018463,11.715719938278198,45.9909143447876,10.59428358078003,100.26245975494385,2.4288485646247864,6.262550711631775
simple_nn 48 3 0.0003 0.0 0.01 50 0.2,72.02015113830566,159.67916870117188,2.82477205991745,6.706753492355347,12.503206253051758,91.50969123840332,6.450865387916565,107.62751197814941,1.8861828744411469,6.552226543426514
simple_nn 48 3 0.0002 0.0 0.01 50 0.3,89.05693054199219,186.08166313171387,2.8608113527297974,6.63476037979126,12.545900583267212,91.79474115371704,6.127898931503296,111.63596487045288,1.895229995250702,6.705908954143524
simple_nn 16 3 0.0003 0.0 0.01 50 0.3,53.44887828826904,138.13393592834473,3.1115704774856567,6.5690566301345825,12.595047235488892,41.199010372161865,15.68375301361084,94.85853672027588,2.9092878103256226,6.125017404556274
simple_nn 16 3 0.0002 0.0 0.01 50 0.2,47.95506477355957,149.30394172668457,2.1631343960762024,6.69123113155365,12.91559386253357,70.80623435974121,8.793010592460632,106.95156574249268,2.323268473148346,6.467115759849548
simple_nn 16 3 0.0002 0.0 0.01 50 0.1,49.87904930114746,134.76604461669922,2.188775420188904,6.542596340179443,13.234114170074463,57.709442138671875,12.285837173461914,92.74923515319824,2.6205477714538574,6.4554373025894165
simple_nn 16 3 0.0003 0.05 0.01 50 0.1,58.9364538192749,119.54524612426758,3.416569471359253,5.971788287162781,13.385693788528442,43.02453565597534,25.393115043640137,96.36822032928467,3.7772900462150574,6.2469587326049805
simple_nn 16 3 0.0003 0.05 0.01 50 0.2,65.81717205047607,138.25019454956055,3.7599878311157227,6.671707510948181,13.585186243057251,39.84192752838135,25.998835563659668,109.66693878173828,3.7951239943504333,6.80498480796814
