,mean_train_loss,mean_val_loss,mean_train_mse,mean_val_mse,mean_train_mae,mean_val_mae
simple_nn 16 5 0.0003 0.0 0.01 300 0.1,14.937725305557251,45.11225891113281,5.504115581512451,81.53593635559082,1.7825979888439178,5.939485192298889
simple_nn 16 3 0.0002 0.0 0.01 300 0.1,12.778543710708618,64.12326431274414,6.432101607322693,100.29849624633789,1.931283414363861,6.571926832199097
simple_nn 16 5 0.0002 0.0 0.01 450 0.1,16.652992486953735,65.33798933029175,6.889294505119324,106.75657415390015,1.9762348234653473,6.623498797416687
simple_nn 16 5 0.0002 0.0 0.01 150 0.1,16.832862377166748,83.79683303833008,7.019091367721558,111.04175758361816,1.9870913922786713,6.814525723457336
simple_nn 16 3 0.0003 0.0 0.01 300 0.1,10.01818060874939,35.799524784088135,7.0627201795578,87.08911323547363,1.9737817347049713,6.314163446426392
simple_nn 16 5 0.0003 0.0 0.01 150 0.1,15.06423306465149,48.92683982849121,7.080878019332886,94.95023536682129,1.9691405594348907,6.077315926551819
simple_nn 16 3 0.0003 0.0 0.01 50 0.1,9.40657663345337,51.05761432647705,7.108937382698059,107.03222846984863,1.993729054927826,6.846269488334656
simple_nn 16 5 0.0003 0.0 0.05 300 0.1,42.55367851257324,94.84185600280762,7.1491944789886475,112.64192771911621,1.8809823989868164,6.5560901165008545
simple_nn 16 3 0.0003 0.0 0.01 50 0.2,9.660995244979858,43.621817111968994,7.198176145553589,86.30918788909912,2.0449664890766144,6.283915400505066
simple_nn 16 5 0.0003 0.0 0.01 50 0.1,14.484952926635742,53.43759727478027,7.20527458190918,102.40175151824951,2.035988599061966,6.5561686754226685
