,Histone,Function,Scaler,Age Transform,Model,Mean MAE,Std MAE,Mean MSE,Std MSE,Mean R2,Std R2
30,H3K4me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,elastic_net,8.165999495236122,1.131426314791475,178.60892428454952,35.4337574440662,0.732668550826309,0.09646393565855917
31,H3K4me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,svr,11.178822563196004,4.355667330053983,298.2296204130108,162.14150617098258,0.6002026639076137,0.1314019483542831
32,H3K4me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,knn,7.88927489479747,1.54495859932579,303.5520622381546,131.35066061359603,0.5801650371941268,0.1116976801499605
33,H3K4me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,random_forest,5.011706031036191,1.3532604075498547,184.33879438465186,59.593404083416075,0.7431976754630119,0.0645142004450492
34,H3K4me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,gbr,4.135129303524561,0.26211665659408045,172.14009270750373,65.35968924793272,0.7628974550300064,0.07981893470733914
35,H3K4me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,elastic_net,8.421444583345323,2.1634937812031096,232.51279880958134,25.543690618914567,0.6533053446747747,0.10257540867013426
36,H3K4me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,svr,11.15255457284063,6.236518675724027,382.1929692673894,206.15175299121165,0.4849974590581092,0.16871266180171093
37,H3K4me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,knn,9.565462349094412,1.5458796360530447,367.7190472297778,147.89359541872645,0.4909110934096327,0.11362339351407025
38,H3K4me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,random_forest,5.0226016580897355,1.5294724597498477,185.57123863599804,58.91282483137836,0.7406871231395347,0.06662637521237515
39,H3K4me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,gbr,4.126157380512627,0.7476664552784503,171.12435009806055,64.7569806750207,0.7638519022508085,0.08026143081014828
