,Histone,Function,Scaler,Age Transform,Model,Mean MAE,Std MAE,Mean MSE,Std MSE,Mean R2,Std R2
0,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,no,elastic_net,9.070636933554685,2.2253769184899665,253.04436599247046,29.237793827496454,0.6249530048234357,0.015266204161039456
1,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,no,svr,14.195955926853824,3.9505896739200166,698.7518941444424,73.30949197723493,-0.04108785330994549,0.10884346113202271
2,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,no,knn,9.872328767123289,1.4178689120753052,400.3845076873006,125.49652654610293,0.4078570508439858,0.17942257776144957
3,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,no,random_forest,10.659196917808222,2.3214027118492693,319.31095651813484,82.766413450006,0.5336580707338151,0.07089187870631994
4,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,no,gbr,8.911184949909252,3.2597879203665925,295.0954189605335,87.45839646730867,0.5699920787842858,0.08622861966657555
5,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,no,elastic_net,7.743090679819049,0.9556235576962686,235.7450667676584,22.59924630702846,0.6462629215393383,0.05304357176460456
6,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,no,svr,14.741536015735411,3.9443501185184826,683.9464394328553,83.01124513363855,-0.020596616374516485,0.13620990830756208
7,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,no,knn,10.329349315068495,2.0188720664909825,380.61253367658105,129.06967424819692,0.430319860158229,0.2078419901782266
8,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,no,random_forest,10.58044691780822,2.332368758710452,320.354485383223,83.24397929202534,0.5321536410635305,0.07155992607873599
9,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,no,gbr,8.911188495189325,3.259783637389504,295.09423741915316,87.45938328241597,0.5699940037029498,0.08623014328514107
10,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,no,elastic_net,8.133107725075655,2.1745989388750075,246.17447577473027,8.040304271022508,0.6315781638196857,0.03508825460404854
11,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,no,svr,14.609999426943542,3.589272289875336,664.6828537922237,79.50876303855145,0.008895124500524515,0.12535065406304713
12,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,no,knn,9.400479452054794,2.177954201675848,346.76181833481894,102.6283898158355,0.47825849739106135,0.17511565835020235
13,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,no,random_forest,10.58044691780822,2.332368758710452,320.34875875437024,83.24779679165886,0.5321627311409006,0.0715659499035296
14,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,no,gbr,8.911188495189325,3.259783637389504,295.09423741915316,87.45938328241597,0.5699940037029498,0.08623014328514107
15,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,no,elastic_net,8.847385544814845,2.1189299033215705,258.6442290514582,56.30622881556603,0.613015166336759,0.0955010681742408
16,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,no,svr,15.046896525743112,4.199584181237584,713.1242500634148,84.50717952315654,-0.06419937645021467,0.13940316052582416
17,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,no,knn,9.784554794520549,1.6976988592037052,398.0217831018953,93.89117117438657,0.3976609915754072,0.1693965056376788
18,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,no,random_forest,11.072414383561643,2.613244148595282,319.67847932318296,85.52220576942345,0.533493087224292,0.07476605295317126
19,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,no,gbr,9.05647547730413,3.0255241199239897,295.4448620686625,93.77047285113916,0.5705758378964051,0.09220774552365021
20,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,elastic_net,9.076938051948183,2.2746746553723476,245.4117025996744,31.115658649274263,0.6345086967743687,0.046020936302501744
21,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,svr,9.69787797711023,2.1413243857312634,350.24364610065436,64.58416431813734,0.4835971076979211,0.060131124663834266
22,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,knn,7.92768603003417,2.084318363586939,321.0830682082306,133.96480587812144,0.5283041847997104,0.19038745069726354
23,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,random_forest,8.49059285671158,4.4143899855180075,303.4254174361622,93.5428814296953,0.5577157337314762,0.10027225204854867
24,H3K9me3,<function mean at 0x7f2a02fd0e60>,no,loglinear,gbr,4.966672091272237,2.0457266579598965,293.05744818229215,83.58889217110884,0.5694350897048639,0.10672491140697093
25,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,loglinear,elastic_net,6.830071611213043,1.6493248806315222,257.86137469000624,36.25209293234873,0.6189424862451811,0.013233211824957741
26,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,loglinear,svr,11.031956183038353,2.201212204438169,310.6683755586099,53.99700204808566,0.5418951501252613,0.04270835239319067
27,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,loglinear,knn,7.845706770194022,1.414761974166336,337.1435894883178,143.2081998348737,0.4986917726697066,0.2193458446249511
28,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,loglinear,random_forest,8.646781347608904,4.392899625755507,305.0415341392348,94.23880649909357,0.5554123005463095,0.10097276771639536
29,H3K9me3,<function mean at 0x7f2a02fd0e60>,standard,loglinear,gbr,4.966672091272237,2.0457266579598965,293.05744818229215,83.58889217110884,0.5694350897048639,0.10672491140697093
30,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,elastic_net,9.000471359519077,2.0727644124887585,257.5452177764754,44.07722868930543,0.6189637248988036,0.04714235679121586
31,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,svr,9.59787055125043,2.13514014172532,310.5677978888913,57.560461179226955,0.5425994493126254,0.046782909072733664
32,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,knn,6.699692355235872,0.7360479111057483,286.06173097377905,113.14870933468401,0.5728838041596329,0.17866699971632183
33,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,random_forest,8.646781347608904,4.392899625755507,305.0415341392348,94.23880649909357,0.5554123005463095,0.10097276771639536
34,H3K9me3,<function mean at 0x7f2a02fd0e60>,robust,loglinear,gbr,4.966672091272237,2.0457266579598965,293.05744818229215,83.58889217110884,0.5694350897048639,0.10672491140697093
35,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,elastic_net,8.969964818487927,1.984291968820951,330.73520311087316,65.5726406053514,0.5074714680689073,0.09917390581722435
36,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,svr,11.204050343261592,2.642822170243852,334.30532105406996,54.248592084001054,0.5065179128714307,0.04118972546022072
37,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,knn,7.771192606332608,0.9656787572109016,346.2706644430249,125.99374250618972,0.48014774786530257,0.200041696990381
38,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,random_forest,8.534186673220036,4.017810956554897,305.55836135524873,93.08470344384965,0.5549193644750261,0.09595891691012737
39,H3K9me3,<function mean at 0x7f2a02fd0e60>,quantile,loglinear,gbr,4.9013785674978685,2.044834172530977,296.3922849289654,87.46357064792578,0.5642926691844055,0.11554148403156927
