,Histone,Function,Scaler,Age Transform,Model,Mean MAE,Std MAE,Mean MSE,Std MSE,Mean R2,Std R2
0,H3K4me1,<function mean at 0x7f2a02fd0e60>,no,no,elastic_net,7.235173620681992,1.206726672005225,183.2629080738858,59.3770120590501,0.7022597837656718,0.12111713546648069
1,H3K4me1,<function mean at 0x7f2a02fd0e60>,no,no,svr,16.809539983808925,8.736185503741197,592.9003706779852,128.44938089182278,0.08358267808040235,0.029453031926243666
2,H3K4me1,<function mean at 0x7f2a02fd0e60>,no,no,knn,6.649999999999999,1.160818676624391,313.3164009205173,85.78721998794886,0.5176317693391268,0.06515367812528607
3,H3K4me1,<function mean at 0x7f2a02fd0e60>,no,no,random_forest,7.464986301369862,0.9751299867159652,268.30218331838057,62.534062510603576,0.5640103462226428,0.14582941764178647
4,H3K4me1,<function mean at 0x7f2a02fd0e60>,no,no,gbr,5.886627860157271,0.5684031732165687,261.8476971132184,71.95492020637768,0.5741940688919628,0.15637592613779527
5,H3K4me1,<function mean at 0x7f2a02fd0e60>,standard,no,elastic_net,4.243711481862637,0.4804654704326158,160.57548829667246,63.03359268772835,0.7434655348353554,0.10872021514845279
6,H3K4me1,<function mean at 0x7f2a02fd0e60>,standard,no,svr,15.784985495445454,9.868291473477337,572.5379494528136,134.41608828701592,0.11797749295628923,0.022885319885060672
7,H3K4me1,<function mean at 0x7f2a02fd0e60>,standard,no,knn,7.672020547945205,1.928197199360795,355.6800905496076,127.65139807119655,0.4609051543512587,0.11017772125037661
8,H3K4me1,<function mean at 0x7f2a02fd0e60>,standard,no,random_forest,7.484438356164381,0.9669139241834727,268.45098265593265,62.60540661306834,0.5637264354852243,0.1461103447834464
9,H3K4me1,<function mean at 0x7f2a02fd0e60>,standard,no,gbr,5.8855200334710585,0.5666460189335778,261.8559654663476,71.96339245331818,0.5741789942211226,0.15639385730376243
10,H3K4me1,<function mean at 0x7f2a02fd0e60>,robust,no,elastic_net,5.171635448004946,0.9870179647360766,144.1798883089811,62.64909505746383,0.7763112354540185,0.0893661585630171
11,H3K4me1,<function mean at 0x7f2a02fd0e60>,robust,no,svr,15.70212839801472,9.721338679779217,566.2565540545035,132.25974362628335,0.12742327845529253,0.023186020310287145
12,H3K4me1,<function mean at 0x7f2a02fd0e60>,robust,no,knn,7.049999999999999,1.499166435056496,323.04698072561627,112.68884790801206,0.5038398258723711,0.14313256919216036
13,H3K4me1,<function mean at 0x7f2a02fd0e60>,robust,no,random_forest,7.484438356164381,0.9669139241834727,268.45098265593265,62.60540661306834,0.5637264354852243,0.1461103447834464
14,H3K4me1,<function mean at 0x7f2a02fd0e60>,robust,no,gbr,5.8855200334710585,0.5666460189335778,261.8559654663476,71.96339245331818,0.5741789942211226,0.15639385730376243
15,H3K4me1,<function mean at 0x7f2a02fd0e60>,quantile,no,elastic_net,6.7411524874541495,1.2762162111375794,200.38753115635524,95.2345883006626,0.6925214359984023,0.13272826534034526
16,H3K4me1,<function mean at 0x7f2a02fd0e60>,quantile,no,svr,16.5513019498556,9.470145411845527,586.7429140845893,131.58506391011295,0.09442740828319085,0.019964775787446376
17,H3K4me1,<function mean at 0x7f2a02fd0e60>,quantile,no,knn,7.671883561643837,2.1194593799344124,371.1294043385017,110.70169580721283,0.4304840421785462,0.09722134407448614
18,H3K4me1,<function mean at 0x7f2a02fd0e60>,quantile,no,random_forest,7.644558219178084,1.4188803619584773,268.60226013226577,61.53251482221744,0.5634356926669195,0.14542426407485337
19,H3K4me1,<function mean at 0x7f2a02fd0e60>,quantile,no,gbr,5.904048291514946,0.9707392344715642,261.69227347790223,70.97105591855404,0.5743290315601188,0.15544599534540493
20,H3K4me1,<function mean at 0x7f2a02fd0e60>,no,loglinear,elastic_net,6.848535744491205,1.4483180311839028,212.26650386571131,111.29446912953387,0.6452816537637129,0.2242234371014018
