,mean_train_auto_mse,mean_val_auto_mse,mean_train_auto_mae,mean_val_auto_mae,mean_train_loss,mean_val_loss,mean_train_mse,mean_val_mse,mean_train_mae,mean_val_mae
simple_nn 16 3 0.0001 0.0 0.1 450 0.3,1050.176513671875,1122.4635314941406,4.011048078536987,7.1398316621780396,97.89863586425781,178.82727813720703,6.910746216773987,121.49398231506348,2.0328701734542847,7.263428449630737
simple_nn 16 5 0.0002 0.0 0.1 450 0.1,1025.8019714355469,1100.4533081054688,2.9751041531562805,6.422727465629578,105.45736694335938,144.5325927734375,7.43634307384491,80.17571449279785,2.0898491740226746,5.896809697151184
simple_nn 16 3 0.0001 0.0 0.1 450 0.1,1015.8577575683594,1088.2098999023438,2.6987765431404114,6.344952344894409,105.87262725830078,163.28550720214844,7.553282976150513,95.90657043457031,2.1629579663276672,6.603254914283752
simple_nn 16 3 0.0002 0.0 0.1 450 0.1,1055.4499969482422,1133.9109497070312,3.085062801837921,6.821901798248291,70.76809501647949,117.48209762573242,7.880336880683899,101.56699848175049,2.0699845254421234,6.534159541130066
simple_nn 16 5 0.0002 0.0 0.1 300 0.2,718.3916320800781,791.7896270751953,3.293377697467804,6.653160214424133,110.47246551513672,154.58122634887695,8.166204929351807,78.87770080566406,2.1357621550559998,6.048464775085449
simple_nn 16 3 0.0002 0.0 0.01 300 0.1,118.2183609008789,198.43830108642578,2.797976315021515,6.761207222938538,16.231427907943726,59.24525547027588,8.546518325805664,95.66617965698242,2.0822061002254486,6.573008418083191
simple_nn 16 3 0.0002 0.0 0.1 300 0.1,712.1208648681641,781.6096496582031,3.0569881200790405,6.410714507102966,77.92785263061523,107.3594799041748,8.724106788635254,75.62119388580322,2.2008764147758484,5.87260103225708
simple_nn 16 3 0.0001 0.0 0.01 450 0.2,149.42735290527344,233.6136360168457,2.5957714915275574,6.4493783712387085,20.252469539642334,77.20854949951172,8.906431913375854,102.34013557434082,2.286808967590332,6.605407238006592
simple_nn 16 3 0.0001 0.0 0.05 450 0.2,553.8314666748047,645.7613677978516,3.243499517440796,6.888511776924133,67.73441696166992,147.97058868408203,9.210028648376465,123.35421943664551,2.3557385206222534,7.399651288986206
simple_nn 16 5 0.0001 0.0 0.1 450 0.3,1049.3675231933594,1127.0894470214844,3.9584972858428955,7.092804312705994,155.34196090698242,208.67127990722656,9.356872797012329,99.78843975067139,2.3525665402412415,6.785581827163696
